hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,agent_campany,total_guests,total_nights,estimated_revenue,is_family
Resort Hotel,1,10,2016,October,42,10,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,394.0,0,Transient-Party,41.4,0,0,Canceled,2016-10-04,Company,1,1,41.4,0
Resort Hotel,1,12,2016,October,42,10,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,0,Canceled,2016-09-29,Agent,2,2,120.0,0
Resort Hotel,0,362,2016,October,42,10,2,5,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,68.0,0,0,Check-Out,2016-10-17,Company,2,7,476.0,0
Resort Hotel,1,18,2016,October,42,11,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,57.5,0,0,Canceled,2016-09-29,Direct,1,1,57.5,0
Resort Hotel,1,1,2016,October,42,11,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,51.0,0,0,Canceled,2016-10-10,Direct,1,1,51.0,0
Resort Hotel,1,12,2016,October,42,11,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,57.6,0,0,Canceled,2016-10-04,Direct,1,1,57.6,0
Resort Hotel,1,5,2016,October,42,11,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,57.6,0,0,Canceled,2016-10-11,Direct,1,1,57.6,0
Resort Hotel,1,6,2016,October,42,11,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,95.0,0,2,No-Show,2016-10-11,Agent,2,2,190.0,0
Resort Hotel,1,18,2016,October,42,11,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,,,0,Transient,80.4,0,0,Canceled,2016-10-08,Direct,2,3,241.20000000000002,0
Resort Hotel,1,18,2016,October,42,11,0,3,2,0,0,HB,PRT,Groups,Corporate,0,0,0,E,E,1,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-10-06,Direct,2,3,243.0,0
Resort Hotel,0,363,2016,October,42,11,1,5,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,F,3,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-17,Company,2,6,396.0,0
Resort Hotel,0,339,2016,October,42,11,2,5,2,0,0,BB,GBR,Groups,Direct,0,0,0,E,E,0,Refundable,273.0,,150,Transient-Party,80.81,0,0,Check-Out,2016-10-18,Agent,2,7,565.6700000000001,0
Resort Hotel,0,339,2016,October,42,11,2,5,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,Refundable,273.0,,150,Transient-Party,44.36,0,0,Check-Out,2016-10-18,Agent,1,7,310.52,0
Resort Hotel,0,363,2016,October,42,11,2,5,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-18,Company,2,7,462.0,0
Resort Hotel,0,339,2016,October,42,11,2,5,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,Refundable,273.0,,150,Transient-Party,46.36,0,0,Check-Out,2016-10-18,Agent,1,7,324.52,0
Resort Hotel,0,364,2016,October,42,12,0,3,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,H,1,No Deposit,,223.0,0,Transient-Party,60.0,0,0,Check-Out,2016-10-15,Company,1,3,180.0,0
Resort Hotel,0,364,2016,October,42,12,0,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,0,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-16,Company,2,4,264.0,0
Resort Hotel,1,364,2016,October,42,12,0,4,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,223.0,0,Transient-Party,46.0,0,0,Canceled,2016-09-29,Company,2,4,184.0,0
Resort Hotel,0,364,2016,October,42,12,0,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,3,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-16,Company,2,4,264.0,0
Resort Hotel,0,364,2016,October,42,12,0,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-16,Company,2,4,264.0,0
Resort Hotel,1,2,2016,October,42,12,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,39.0,0,0,Canceled,2016-10-10,Company,1,2,78.0,0
Resort Hotel,0,364,2016,October,42,12,0,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-16,Company,2,4,264.0,0
Resort Hotel,0,364,2016,October,42,12,0,4,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,66.0,1,0,Check-Out,2016-10-16,Company,1,4,264.0,0
Resort Hotel,0,364,2016,October,42,12,0,4,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,60.0,0,0,Check-Out,2016-10-16,Company,1,4,240.0,0
Resort Hotel,0,364,2016,October,42,12,0,4,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,66.0,1,0,Check-Out,2016-10-16,Company,1,4,264.0,0
Resort Hotel,0,364,2016,October,42,12,0,4,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,0,No Deposit,,223.0,0,Transient-Party,60.0,0,0,Check-Out,2016-10-16,Company,1,4,240.0,0
Resort Hotel,0,364,2016,October,42,12,0,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,H,0,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-16,Company,2,4,264.0,0
Resort Hotel,1,257,2016,October,42,12,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,76.0,0,0,Canceled,2016-02-12,Agent,2,4,304.0,0
Resort Hotel,0,364,2016,October,42,12,0,4,1,0,1,BB,PRT,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,60.0,0,0,Check-Out,2016-10-16,Company,2,4,240.0,1
Resort Hotel,0,364,2016,October,42,12,0,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,0,No Deposit,,223.0,0,Transient-Party,72.0,1,0,Check-Out,2016-10-16,Company,2,4,288.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,G,3,No Deposit,,223.0,0,Transient-Party,137.0,1,1,Check-Out,2016-10-17,Company,2,5,685.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,68.0,0,0,Check-Out,2016-10-17,Company,2,5,340.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,C,1,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-17,Company,2,5,330.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,72.0,0,0,Check-Out,2016-10-17,Company,2,5,360.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,1,BB,GBR,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,66.0,0,1,Check-Out,2016-10-17,Company,3,5,330.0,1
Resort Hotel,1,364,2016,October,42,12,1,4,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,60.0,0,0,Canceled,2016-10-10,Company,1,5,300.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,3,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-17,Company,2,5,330.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,74.0,1,0,Check-Out,2016-10-17,Company,2,5,370.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,3,0,0,BB,GBR,Groups,Direct,0,0,0,A,C,2,No Deposit,223.0,223.0,0,Transient-Party,101.0,0,0,Check-Out,2016-10-17,Company,3,5,505.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,60.0,0,0,Check-Out,2016-10-17,Company,1,5,300.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,72.0,1,0,Check-Out,2016-10-17,Company,2,5,360.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,E,2,No Deposit,,223.0,0,Transient-Party,86.0,0,0,Check-Out,2016-10-17,Company,2,5,430.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-17,Company,2,5,330.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,3,No Deposit,,223.0,0,Transient-Party,60.0,0,0,Check-Out,2016-10-17,Company,1,5,300.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,68.0,0,0,Check-Out,2016-10-17,Company,2,5,340.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-17,Company,2,5,330.0,0
Resort Hotel,0,364,2016,October,42,12,1,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-17,Company,2,5,330.0,0
Resort Hotel,0,364,2016,October,42,12,2,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,72.0,1,0,Check-Out,2016-10-18,Company,2,6,432.0,0
Resort Hotel,0,364,2016,October,42,12,2,5,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,72.0,1,0,Check-Out,2016-10-19,Company,2,7,504.0,0
Resort Hotel,0,364,2016,October,42,12,2,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-18,Company,2,6,396.0,0
Resort Hotel,1,0,2016,October,42,13,0,1,1,0,0,BB,Unknown,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,457.0,0,Transient,50.0,0,0,Canceled,2016-10-13,Company,1,1,50.0,0
Resort Hotel,1,149,2016,October,42,13,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,246.02,0,1,Canceled,2016-08-25,Agent,2,2,492.04,0
Resort Hotel,0,365,2016,October,42,13,1,3,2,0,0,BB,NLD,Groups,Corporate,0,0,0,A,B,1,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-17,Company,2,4,264.0,0
Resort Hotel,0,365,2016,October,42,13,1,3,2,0,0,BB,NLD,Groups,Corporate,0,0,0,A,H,1,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-17,Company,2,4,264.0,0
Resort Hotel,0,365,2016,October,42,13,2,3,2,0,0,BB,NLD,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,72.0,1,0,Check-Out,2016-10-18,Company,2,5,360.0,0
Resort Hotel,0,365,2016,October,42,13,2,3,2,0,0,BB,BEL,Groups,Corporate,0,0,0,A,D,1,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-18,Company,2,5,330.0,0
Resort Hotel,0,342,2016,October,42,14,2,5,1,0,0,BB,GBR,Groups,Direct,0,0,0,E,E,1,No Deposit,273.0,,125,Transient-Party,71.56,0,0,Check-Out,2016-10-21,Agent,1,7,500.92,0
Resort Hotel,0,342,2016,October,42,14,2,5,2,0,0,BB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,273.0,,125,Transient-Party,80.81,0,0,Check-Out,2016-10-21,Agent,2,7,565.6700000000001,0
Resort Hotel,0,342,2016,October,42,14,2,5,2,0,0,BB,GBR,Groups,Direct,0,0,0,E,F,0,No Deposit,273.0,,125,Transient-Party,80.81,0,0,Check-Out,2016-10-21,Agent,2,7,565.6700000000001,0
Resort Hotel,0,342,2016,October,42,14,2,5,2,0,0,BB,GBR,Groups,Direct,0,0,0,E,G,0,No Deposit,273.0,,125,Transient-Party,80.81,0,0,Check-Out,2016-10-21,Agent,2,7,565.6700000000001,0
Resort Hotel,1,249,2016,October,42,14,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,273.0,,0,Transient-Party,60.36,0,0,Canceled,2016-09-29,Agent,2,7,422.52,0
Resort Hotel,1,342,2016,October,42,14,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,E,G,0,No Deposit,273.0,,125,Transient-Party,78.81,0,0,Canceled,2016-10-12,Agent,2,7,551.6700000000001,0
Resort Hotel,0,342,2016,October,42,14,2,5,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,E,1,No Deposit,273.0,,125,Transient-Party,44.36,0,0,Check-Out,2016-10-21,Agent,1,7,310.52,0
Resort Hotel,0,342,2016,October,42,14,2,5,2,0,0,BB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,,125,Transient-Party,71.36,0,0,Check-Out,2016-10-21,Agent,2,7,499.52,0
Resort Hotel,0,342,2016,October,42,14,2,5,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,C,1,No Deposit,273.0,,125,Transient-Party,46.36,0,0,Check-Out,2016-10-21,Agent,1,7,324.52,0
Resort Hotel,1,435,2016,October,42,14,2,6,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2.0,,0,Contract,63.4,0,0,Canceled,2016-05-25,Agent,2,8,507.2,0
Resort Hotel,0,342,2016,October,42,14,2,5,2,0,0,BB,BRA,Groups,Direct,0,0,0,E,E,0,No Deposit,273.0,,125,Transient-Party,80.81,0,0,Check-Out,2016-10-21,Agent,2,7,565.6700000000001,0
Resort Hotel,1,18,2016,October,42,15,1,1,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,178.0,0,0,Canceled,2016-09-27,Agent,4,2,356.0,1
Resort Hotel,1,12,2016,October,42,15,0,1,2,0,0,BB,PRT,Complementary,Corporate,0,0,0,A,A,0,No Deposit,,382.0,0,Transient,0.0,0,0,Canceled,2016-10-06,Company,2,1,0.0,0
Resort Hotel,1,115,2016,October,42,15,0,1,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,273.0,,0,Transient-Party,41.85,0,0,Canceled,2016-09-20,Agent,2,1,41.85,0
Resort Hotel,1,24,2016,October,42,15,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,141.0,0,1,Canceled,2016-10-03,Agent,2,1,141.0,0
Resort Hotel,1,24,2016,October,42,15,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,135.0,0,1,Canceled,2016-10-03,Agent,2,1,135.0,0
Resort Hotel,1,198,2016,October,42,15,2,5,2,2,0,BB,AUT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient-Party,124.14,0,0,Canceled,2016-08-02,Agent,4,7,868.98,1
Resort Hotel,1,198,2016,October,42,15,2,5,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient-Party,68.0,0,0,Canceled,2016-08-02,Agent,2,7,476.0,0
Resort Hotel,1,198,2016,October,42,15,2,5,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient-Party,68.0,0,0,Canceled,2016-08-02,Agent,2,7,476.0,0
Resort Hotel,1,198,2016,October,42,15,2,5,2,2,0,BB,AUT,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240.0,,0,Transient-Party,124.14,0,0,Canceled,2016-08-02,Agent,4,7,868.98,1
Resort Hotel,1,27,2016,October,42,15,2,5,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,140.71,0,0,Canceled,2016-09-19,Agent,4,7,984.97,1
Resort Hotel,1,198,2016,October,42,15,2,5,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient-Party,60.83,0,0,Canceled,2016-08-02,Agent,2,7,425.81,0
Resort Hotel,1,27,2016,October,42,15,2,5,3,1,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,145.71,0,0,Canceled,2016-09-19,Agent,4,7,1019.97,1
Resort Hotel,1,375,2016,October,42,15,4,10,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,,0,Contract,59.5,0,0,Canceled,2016-09-20,Agent,2,14,833.0,0
Resort Hotel,1,27,2016,October,43,16,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184.0,,0,Transient,57.0,0,0,Canceled,2016-09-20,Agent,2,2,114.0,0
Resort Hotel,1,181,2016,October,43,16,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11.0,,0,Transient,37.0,0,0,Canceled,2016-07-18,Agent,2,3,111.0,0
Resort Hotel,1,23,2016,October,43,16,2,2,2,0,0,HB,PRT,Groups,Corporate,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-10-06,Direct,2,4,324.0,0
Resort Hotel,1,14,2016,October,43,16,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,1,Canceled,2016-10-11,Agent,2,4,240.0,0
Resort Hotel,1,19,2016,October,43,16,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,1,Canceled,2016-09-29,Agent,2,5,300.0,0
Resort Hotel,1,30,2016,October,43,16,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,65.0,0,1,Canceled,2016-09-17,Agent,2,5,325.0,0
Resort Hotel,1,47,2016,October,43,16,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,75.0,0,1,Canceled,2016-09-05,Agent,2,5,375.0,0
Resort Hotel,1,31,2016,October,43,16,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,2,Canceled,2016-10-02,Agent,2,4,240.0,0
Resort Hotel,1,47,2016,October,43,16,2,4,2,2,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240.0,,0,Transient,193.0,0,0,Canceled,2016-09-20,Agent,4,6,1158.0,1
Resort Hotel,1,247,2016,October,43,16,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,242.0,,0,Transient,120.0,0,0,Canceled,2016-02-16,Agent,2,7,840.0,0
Resort Hotel,1,247,2016,October,43,16,2,5,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,141.7,0,1,Canceled,2016-02-16,Agent,3,7,991.8999999999999,0
Resort Hotel,1,244,2016,October,43,16,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,120.0,0,1,Canceled,2016-02-16,Agent,2,7,840.0,0
Resort Hotel,1,247,2016,October,43,16,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,242.0,,0,Transient,120.0,0,2,Canceled,2016-02-16,Agent,2,7,840.0,0
Resort Hotel,1,142,2016,October,43,16,2,5,3,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,93.15,0,0,Canceled,2016-07-29,Direct,3,7,652.0500000000001,0
Resort Hotel,1,243,2016,October,43,16,2,5,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,141.7,0,1,No-Show,2016-10-16,Agent,3,7,991.8999999999999,1
Resort Hotel,0,382,2016,October,43,16,3,5,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,2,No Deposit,,,0,Transient-Party,49.0,0,0,Check-Out,2016-10-24,Direct,2,8,392.0,0
Resort Hotel,1,67,2016,October,43,17,1,0,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,68.0,0,2,Canceled,2016-08-29,Agent,2,1,68.0,0
Resort Hotel,1,68,2016,October,43,17,1,0,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,49.0,0,1,Canceled,2016-08-11,Agent,1,1,49.0,0
Resort Hotel,1,161,2016,October,43,17,1,1,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,68.0,0,0,Canceled,2016-05-09,Agent,1,2,136.0,0
Resort Hotel,1,161,2016,October,43,17,1,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,68.0,0,0,Canceled,2016-08-10,Agent,2,2,136.0,0
Resort Hotel,1,161,2016,October,43,17,1,1,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,49.0,0,0,Canceled,2016-05-09,Agent,1,2,98.0,0
Resort Hotel,1,17,2016,October,43,17,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,1,Canceled,2016-10-04,Agent,2,3,180.0,0
Resort Hotel,1,22,2016,October,43,17,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,2,Canceled,2016-09-29,Agent,2,3,180.0,0
Resort Hotel,1,154,2016,October,43,17,1,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,49.25,0,0,Canceled,2016-07-21,Agent,1,4,197.0,0
Resort Hotel,1,58,2016,October,43,17,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0,1,Canceled,2016-09-04,Agent,2,4,232.0,0
Resort Hotel,1,62,2016,October,43,17,1,3,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,98.0,0,1,Canceled,2016-08-24,Agent,2,4,392.0,0
Resort Hotel,1,30,2016,October,43,17,1,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,57.25,0,0,Canceled,2016-09-18,Agent,1,4,229.0,0
Resort Hotel,1,95,2016,October,43,17,1,4,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0,1,Canceled,2016-07-19,Agent,2,5,290.0,0
Resort Hotel,1,224,2016,October,43,17,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,62.29,0,0,Canceled,2016-03-08,Agent,2,7,436.03,0
Resort Hotel,1,180,2016,October,43,17,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,57.0,0,0,Canceled,2016-05-02,Agent,2,7,399.0,0
Resort Hotel,1,224,2016,October,43,17,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,62.29,0,0,Canceled,2016-04-27,Agent,2,7,436.03,0
Resort Hotel,1,109,2016,October,43,17,3,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0,0,Canceled,2016-06-30,Agent,2,8,464.0,0
Resort Hotel,1,0,2016,October,43,18,0,1,3,1,0,BB,FRA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,150.0,0,0,Canceled,2016-10-18,Agent,4,1,150.0,1
Resort Hotel,1,47,2016,October,43,18,0,1,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,368.0,,0,Transient-Party,52.0,0,0,Canceled,2016-10-04,Agent,1,1,52.0,0
Resort Hotel,1,71,2016,October,43,18,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,44.66,0,1,Canceled,2016-09-20,Agent,2,2,89.32,0
Resort Hotel,1,18,2016,October,43,18,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,3,Canceled,2016-10-02,Agent,2,2,144.0,0
Resort Hotel,1,41,2016,October,43,18,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,63.67,0,1,Canceled,2016-09-26,Agent,2,3,191.01,0
Resort Hotel,1,22,2016,October,43,18,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,1,Canceled,2016-10-06,Agent,2,3,180.0,0
Resort Hotel,1,14,2016,October,43,18,0,3,1,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,75.0,0,0,Canceled,2016-10-06,Agent,1,3,225.0,0
Resort Hotel,1,18,2016,October,43,18,0,3,2,2,0,BB,RUS,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,130.0,0,0,Canceled,2016-10-08,Agent,4,3,390.0,1
Resort Hotel,1,386,2016,October,43,18,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,50.4,0,2,Canceled,2015-10-09,Direct,2,3,151.2,0
Resort Hotel,1,91,2016,October,43,18,0,4,2,1,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,75.5,0,0,Canceled,2016-07-21,Agent,3,4,302.0,1
